category,auc,final_loss
bottle,0.55,0
cable,0.45820839580209893,0
capsule,0.4770642201834863,0
carpet,0.33025682182985555,0
grid,0.7794486215538846,0
hazelnut,0.8767857142857143,0
leather,0.44667119565217395,0
metal_nut,0.2678396871945259,0
pill,0.7506819421713039,0
screw,0.9788891166222586,0
tile,0.8217893217893217,0
toothbrush,0.6555555555555556,0
transistor,0.4033333333333333,0
wood,0.9482456140350878,0
zipper,0.5055147058823529,0
